index,timestamp,mq9,mq135
3922,4076172,64,64
3923,4077207,64,48
3924,4078242,64,54
3925,4079277,68,53
3926,4080380,76,50
3927,4081415,68,48
3928,4082450,71,69
3929,4083485,71,51
3930,4084520,66,55
3931,4085555,75,54
3932,4086590,60,52
3933,4087691,64,53
3934,4088726,64,53
3935,4089761,69,48
3936,4090796,74,53
3937,4091831,64,48
3938,4092867,64,50
3939,4093902,62,52
3940,4095015,72,48
3941,4096044,67,50
3942,4097079,67,48
3943,4098114,60,64
3944,4099149,71,54
3945,4100184,67,48
3946,4101219,61,54
3947,4102326,64,58
3948,4103362,66,59
3949,4104398,64,55
3950,4105434,66,52
3951,4106470,65,49
3952,4107505,64,61
3953,4108541,71,64
3954,4109655,64,60
3955,4110684,60,61
3956,4111720,70,63
3957,4112756,66,52
3958,4113792,59,55
3959,4114828,66,58
3960,4115936,64,64
3961,4116972,66,51
3962,4118008,74,58
3963,4119044,64,58
3964,4120080,64,64
3965,4121116,63,62
3966,4122152,64,48
3967,4123188,65,59
3968,4124301,69,65
3969,4125331,64,61
3970,4126367,64,54
3971,4127403,66,64
3972,4128439,66,65
3973,4129475,65,64
3974,4130577,65,51
3975,4131613,65,51
3976,4132649,70,64
3977,4133685,64,48
3978,4134721,70,53
3979,4135757,64,59
3980,4136793,61,59
3981,4137907,68,54
3982,4138936,65,64
3983,4139972,69,55
3984,4141008,61,59
3985,4142045,62,48
3986,4143081,61,54
3987,4144183,65,59
3988,4145219,61,53
3989,4146255,69,59
3990,4147291,69,64
3991,4148327,73,48
3992,4149363,64,56
3993,4150399,67,50
3994,4151435,64,69
3995,4152537,68,48
3996,4153566,64,51
3997,4154602,67,53
3998,4155638,66,52
3999,4156674,69,48
4000,4157710,71,52
4001,4158802,63,47
4002,4159838,65,51
4003,4160873,69,53
4004,4161908,62,48
4005,4162943,63,55
4006,4163978,56,60
4007,4165013,58,54
4008,4166115,66,64
4009,4167144,65,49
4010,4168179,64,49
4011,4169214,69,53
4012,4170249,67,51
4013,4171284,58,55
4014,4172319,65,49
4015,4173426,64,46
4016,4174461,69,59
4017,4175496,61,48
4018,4176531,66,57
4019,4177566,76,48
4020,4178601,64,49
4021,4179636,63,50
4022,4180740,66,61
4023,4181776,70,48
4024,4182811,78,48
4025,4183846,63,64
4026,4184881,68,48
4027,4185916,69,55
4028,4186951,74,49
4029,4188068,65,58
4030,4189096,71,60
4031,4190131,61,49
4032,4191166,64,64
4033,4192202,65,60
4034,4193237,71,45
4035,4194342,58,61
4036,4195378,70,59
4037,4196414,65,58
4038,4197450,66,61
4039,4198486,61,55
4040,4199522,68,55
4041,4200558,61,57
4042,4201594,74,60
4043,4202709,74,64
4044,4203766,67,49
4045,4204802,64,59
4046,4205838,62,64
4047,4206874,64,64
4048,4207911,66,42
4049,4209016,65,48
4050,4210052,65,63
4051,4211088,71,59
4052,4212124,61,69
4053,4213160,74,43
4054,4214196,64,64
4055,4215232,65,55
4056,4216347,62,53
4057,4217375,64,61
4058,4218411,65,46
4059,4219447,65,50
4060,4220483,76,53
4061,4221519,64,61
4062,4222555,64,64
4063,4223659,64,53
4064,4224696,60,51
4065,4225732,70,47
4066,4226768,66,49
4067,4227804,74,64
4068,4228840,68,64
4069,4229876,64,48
4070,4230992,72,58
4071,4232020,80,64
4072,4233056,64,60
4073,4234092,64,58
4074,4235128,63,63
4075,4236164,71,64
4076,4237271,55,48
4077,4238307,69,46
4078,4239343,64,55
4079,4240379,69,54
4080,4241415,71,39
4081,4242451,73,52
4082,4243487,66,54
4083,4244601,64,67
4084,4245629,63,52
4085,4246664,77,48
4086,4247699,64,48
4087,4248734,64,57
4088,4249770,69,48
4089,4250805,71,65
4090,4251909,65,64
4091,4252944,64,51
4092,4253980,66,49
4093,4255015,64,51
4094,4256050,67,57
4095,4257085,65,53
4096,4258120,65,53
4097,4259232,64,61
4098,4260259,70,64
4099,4261294,69,57
4100,4262329,66,51
4101,4263364,67,48
4102,4264399,64,48
4103,4265491,63,60
4104,4266527,64,53
4105,4267562,67,59
4106,4268597,69,53
4107,4269632,68,60
4108,4270667,61,52
4109,4271702,64,53
4110,4272737,64,50
4111,4273830,77,48
4112,4274866,71,59
4113,4275902,67,48
4114,4276938,64,64
4115,4277974,61,62
4116,4279010,67,62
4117,4280046,64,62
4118,4281149,70,48
4119,4282177,69,56
4120,4283213,65,48
4121,4284249,65,53
4122,4285285,64,48
4123,4286321,55,58
4124,4287426,64,65
4125,4288462,70,59
4126,4289498,70,65
4127,4290534,70,57
4128,4291570,66,51
4129,4292606,69,60
4130,4293642,62,54
4131,4294761,76,65
4132,4295788,58,58
4133,4296824,65,48
4134,4297860,64,64
4135,4298896,70,54
4136,4299932,70,49
4137,4300968,64,58
4138,4302073,69,54
4139,4303109,66,46
4140,4304145,64,59
4141,4305181,68,55
4142,4306217,62,58
4143,4307253,71,63
4144,4308289,64,52
4145,4309404,61,64
4146,4310431,64,58
4147,4311467,67,57
4148,4312503,65,51
4149,4313539,61,48
4150,4314575,65,62
4151,4315680,64,51
4152,4316716,66,65
4153,4317752,69,55
4154,4318788,64,53
4155,4319824,60,48
4156,4320860,64,48
4157,4321896,69,63
4158,4322933,65,49
4159,4324049,64,57
4160,4325076,65,66
4161,4326112,62,59
4162,4327148,65,51
4163,4328184,71,48
4164,4329220,71,57
4165,4330324,62,58
4166,4331360,70,55
4167,4332396,62,59
4168,4333432,66,54
4169,4334468,64,69
4170,4335504,64,61
4171,4336540,73,71
4172,4337655,75,63
4173,4338683,67,49
4174,4339718,69,63
4175,4340753,64,64
4176,4341789,66,53
4177,4342824,68,63
4178,4343928,69,59
4179,4344963,66,58
4180,4345998,74,55
4181,4347033,70,67
4182,4348068,66,64
4183,4349103,71,54
4184,4350139,69,60
4185,4351174,67,58
4186,4352289,66,62
4187,4353315,58,51
4188,4354350,70,61
4189,4355386,64,66
4190,4356421,70,55
4191,4357456,64,48
4192,4358561,67,59
4193,4359597,64,49
4194,4360633,67,60
4195,4361669,74,51
4196,4362705,73,50
4197,4363741,62,55
4198,4364777,65,53
4199,4365882,74,48
4200,4366918,61,50
4201,4367954,62,48
4202,4368990,73,52
4203,4370026,64,48
4204,4371062,69,64
4205,4372098,63,49
4206,4373215,64,55
4207,4374242,64,54
4208,4375278,74,55
4209,4376314,67,56
4210,4377350,70,49
4211,4378386,64,60
4212,4379422,64,50
4213,4380519,62,51
4214,4381555,67,59
4215,4382591,69,62
4216,4383627,68,50
4217,4384663,64,47
4218,4385699,66,61
4219,4386735,69,62
4220,4387840,71,48
4221,4388866,65,53
4222,4389902,60,62
4223,4390938,75,49
4224,4391974,69,50
4225,4393010,76,51
4226,4394103,65,48
4227,4395139,62,60
4228,4396175,69,49
4229,4397211,66,64
4230,4398247,67,53
4231,4399283,79,53
4232,4400319,64,60
4233,4401355,70,68
4234,4402475,64,48
4235,4403501,64,61
4236,4404537,65,54
4237,4405573,65,63
4238,4406609,73,57
4239,4407645,62,65
4240,4408749,69,52
4241,4409785,65,48
4242,4410821,75,65
4243,4411857,78,59
4244,4412893,69,58
4245,4413929,65,59
4246,4414965,65,58
4247,4416081,59,62
4248,4417107,76,57
4249,4418143,69,53
4250,4419179,64,48
4251,4420215,65,53
4252,4421251,67,59
4253,4422355,66,62
4254,4423391,67,47
4255,4424427,64,48
4256,4425463,69,64
4257,4426499,74,46
4258,4427535,66,55
4259,4428571,61,61
4260,4429607,66,48
4261,4430724,64,50
4262,4431750,69,57
4263,4432786,64,59
4264,4433821,62,62
4265,4434857,69,63
4266,4435892,65,62
4267,4436999,64,49
4268,4438035,67,64
4269,4439071,68,48
4270,4440106,64,50
4271,4441141,65,47
4272,4442176,64,57
4273,4443211,61,59
4274,4444324,62,48
4275,4445349,69,55
4276,4446384,60,57
4277,4447420,73,54
4278,4448456,69,54
4279,4449492,71,47
4280,4450528,69,43
4281,4451633,71,48
4282,4452669,74,68
4283,4453705,55,50
4284,4454741,65,59
4285,4455777,69,50
4286,4456813,64,53
4287,4457849,70,48
4288,4458967,75,62
4289,4459992,65,49
4290,4461028,70,53
4291,4462064,70,51
4292,4463100,69,61
4293,4464136,64,49
4294,4465241,66,51
4295,4466277,63,57
4296,4467313,65,53
4297,4468349,65,54
4298,4469385,67,51
4299,4470422,64,65
4300,4471458,64,50
4301,4472566,66,47
4302,4473602,64,62
4303,4474638,68,55
4304,4475674,65,62
4305,4476710,64,58
4306,4477746,64,58
4307,4478782,64,64
4308,4479818,65,52
4309,4480936,73,50
4310,4481962,65,57
4311,4482998,64,65
4312,4484034,76,62
4313,4485070,67,59
4314,4486106,64,57
4315,4487209,65,63
4316,4488245,67,57
4317,4489281,63,51
4318,4490317,67,49
4319,4491353,74,54
4320,4492389,73,57
4321,4493425,65,57
4322,4494532,64,50
4323,4495557,65,55
4324,4496593,70,54
4325,4497629,67,48
4326,4498665,63,48
4327,4499701,65,64
4328,4500737,70,60
4329,4501835,66,53
4330,4502871,64,63
4331,4503907,61,57
4332,4504943,70,50
4333,4505979,71,50
4334,4507015,63,45
4335,4508051,64,55
4336,4509172,69,54
4337,4510197,64,51
4338,4511233,65,63
4339,4512269,64,59
4340,4513305,74,53
4341,4514341,65,58
4342,4515449,70,48
4343,4516485,64,49
4344,4517521,64,48
4345,4518557,69,52
4346,4519593,66,59
4347,4520629,63,55
4348,4521665,64,61
4349,4522784,66,52
4350,4523809,68,49
4351,4524845,64,52
4352,4525881,60,55
4353,4526917,62,48
4354,4527953,69,59
4355,4528989,60,60
4356,4530096,70,54
4357,4531133,65,48
4358,4532169,63,50
4359,4533206,67,64
4360,4534242,62,51
4361,4535279,67,64
4362,4536316,69,48
4363,4537433,74,64
4364,4538457,66,57
4365,4539493,63,51
4366,4540529,68,63
4367,4541565,62,64
4368,4542601,70,48
4369,4543706,74,62
4370,4544742,64,55
4371,4545778,71,48
4372,4546814,67,55
4373,4547850,62,52
4374,4548886,69,50
4375,4549922,61,53
4376,4550958,63,55
4377,4552075,67,65
4378,4553099,67,65
4379,4554135,63,55
4380,4555171,65,64
4381,4556207,64,66
4382,4557243,65,49
4383,4558348,63,61
4384,4559384,64,55
4385,4560420,70,66
4386,4561456,59,65
4387,4562492,66,53
4388,4563528,69,49
4389,4564564,66,58
4390,4565657,79,49
4391,4566693,58,64
4392,4567729,65,53
4393,4568766,64,52
4394,4569802,63,61
4395,4570838,70,52
4396,4571874,67,49
4397,4572990,65,45
4398,4574014,68,47
4399,4575050,63,55
4400,4576086,66,59
4401,4577122,64,53
4402,4578158,65,64
4403,4579194,70,53
4404,4580299,63,55
4405,4581335,70,41
4406,4582371,59,64
4407,4583407,63,48
4408,4584443,65,60
4409,4585480,71,64
4410,4586516,64,63
4411,4587635,65,48
4412,4588659,78,65
4413,4589695,64,48
4414,4590731,65,53
4415,4591767,61,48
4416,4592803,74,58
4417,4593908,64,60
4418,4594944,66,54
4419,4595980,67,49
4420,4597016,64,50
4421,4598052,65,49
4422,4599088,65,58
4423,4600124,66,59
4424,4601161,64,51
4425,4602280,71,54
4426,4603304,65,67
4427,4604340,66,55
4428,4605376,65,51
4429,4606412,66,48
4430,4607448,75,64
4431,4608552,72,61
4432,4609589,69,58
4433,4610625,69,64
4434,4611661,62,57
4435,4612697,70,48
4436,4613733,64,53
4437,4614769,64,59
4438,4615886,64,59
4439,4616910,64,57
4440,4617947,69,62
4441,4618983,64,63
4442,4620019,64,61
4443,4621055,66,57
4444,4622160,59,57
4445,4623197,67,70
4446,4624234,65,60
4447,4625270,70,64
4448,4626306,57,48
4449,4627342,65,61
4450,4628379,69,49
4451,4629415,79,64
4452,4630535,69,64
4453,4631558,65,64
4454,4632594,71,63
4455,4633630,71,55
4456,4634666,64,58
4457,4635702,64,55
4458,4636807,70,53
4459,4637843,67,51
4460,4638879,63,51
4461,4639915,66,54
4462,4640951,64,66
4463,4641987,66,64
4464,4643023,65,49
4465,4644143,71,54
4466,4645166,67,55
4467,4646202,73,62
4468,4647238,68,64
4469,4648274,62,64
4470,4649310,75,65
4471,4650347,71,46
4472,4651452,73,62
4473,4652488,64,62
4474,4653524,65,69
4475,4654560,74,52
4476,4655596,63,61
4477,4656632,62,49
4478,4657668,69,57
4479,4658773,60,67
4480,4659809,66,64
4481,4660845,65,59
4482,4661881,77,57
4483,4662917,71,48
4484,4663953,70,48
4485,4664989,64,70
4486,4666109,65,64
4487,4667134,62,49
4488,4668170,65,61
4489,4669206,71,62
4490,4670242,69,64
4491,4671278,67,67
4492,4672383,63,54
4493,4673419,71,58
4494,4674455,63,57
4495,4675491,68,58
4496,4676527,63,66
4497,4677563,67,52
4498,4678599,72,60
4499,4679635,69,62
4500,4680743,65,51
4501,4681766,64,58
4502,4682802,61,61
4503,4683838,65,50
4504,4684874,64,58
4505,4685910,63,64
4506,4687015,65,70
4507,4688051,69,51
4508,4689087,80,62
4509,4690123,71,62
4510,4691159,69,60
4511,4692195,66,59
4512,4693231,69,58
4513,4694350,64,64
4514,4695373,69,48
4515,4696409,64,55
4516,4697445,66,48
4517,4698481,67,45
4518,4699517,67,60
4519,4700553,64,58
4520,4701657,76,50
4521,4702694,62,54
4522,4703730,64,63
4523,4704766,62,61
4524,4705802,63,62
4525,4706838,70,64
4526,4707874,65,62
4527,4708995,62,62
4528,4710018,64,66
4529,4711055,77,55
4530,4712092,64,49
4531,4713129,64,51
4532,4714165,64,64
4533,4715270,65,61
4534,4716307,64,67
4535,4717343,60,63
4536,4718379,59,44
4537,4719415,68,51
4538,4720451,74,62
4539,4721487,71,57
4540,4722608,64,60
4541,4723630,61,57
4542,4724666,64,54
4543,4725702,61,58
4544,4726738,68,53
4545,4727774,65,52
4546,4728810,60,49
4547,4729915,71,61
4548,4730951,65,50
4549,4731987,66,55
4550,4733023,61,54
4551,4734059,61,62
4552,4735095,75,49
4553,4736131,64,49
4554,4737252,66,47
4555,4738274,64,48
4556,4739310,69,60
4557,4740346,62,48
4558,4741382,74,53
4559,4742418,67,59
4560,4743523,64,48
4561,4744559,75,59
4562,4745595,59,58
4563,4746631,64,50
4564,4747667,51,48
4565,4748703,76,61
4566,4749740,70,61
4567,4750863,67,59
4568,4751885,62,55
4569,4752921,64,64
4570,4753957,67,58
4571,4754993,68,54
4572,4756029,69,59
4573,4757065,65,48
4574,4758170,67,64
4575,4759206,69,69
4576,4760242,64,50
4577,4761278,65,63
4578,4762314,74,64
4579,4763350,65,65
4580,4764386,67,57
4581,4765491,71,53
4582,4766527,67,48
4583,4767563,64,62
4584,4768599,75,49
4585,4769635,64,61
4586,4770671,64,55
4587,4771707,64,64
4588,4772828,64,64
4589,4773851,64,49
4590,4774887,69,49
4591,4775923,65,64
4592,4776959,69,50
4593,4777995,71,60
4594,4779031,69,46
4595,4780134,66,53
4596,4781170,64,64
4597,4782206,66,50
4598,4783242,69,59
4599,4784278,66,58
4600,4785314,69,61
4601,4786350,68,49
4602,4787474,61,52
4603,4788496,64,58
4604,4789532,64,50
4605,4790568,64,48
4606,4791604,63,51
4607,4792640,69,65
4608,4793733,66,55
4609,4794770,63,64
4610,4795807,71,46
4611,4796844,65,52
4612,4797881,69,57
4613,4798919,59,49
4614,4799956,65,51
4615,4801077,61,59
4616,4802099,68,59
4617,4803136,74,48
4618,4804173,73,51
4619,4805210,66,49
4620,4806247,62,53
4621,4807283,65,48
4622,4808388,54,53
4623,4809424,62,60
4624,4810460,70,64
4625,4811497,67,62
4626,4812533,64,62
4627,4813569,69,60
4628,4814606,64,64
4629,4815728,64,50
4630,4816749,65,58
4631,4817785,67,52
4632,4818821,64,60
4633,4819857,74,48
4634,4820893,67,53
4635,4822001,66,55
4636,4823037,66,54
4637,4824073,71,60
4638,4825109,65,58
4639,4826145,66,57
4640,4827181,73,63
4641,4828217,64,45
4642,4829253,64,62
4643,4830377,70,53
4644,4831399,64,61
4645,4832435,64,50
4646,4833471,62,54
4647,4834507,61,53
4648,4835543,65,48
4649,4836648,71,64
4650,4837684,65,50
4651,4838720,63,58
4652,4839756,69,66
4653,4840792,64,57
4654,4841828,66,49
4655,4842864,64,63
4656,4843986,64,66
4657,4845007,65,64
4658,4846043,67,54
4659,4847079,64,48
4660,4848115,65,48
4661,4849151,72,37
4662,4850256,63,51
4663,4851292,68,50
4664,4852328,64,58
4665,4853364,71,64
4666,4854400,63,56
4667,4855436,67,59
4668,4856472,66,63
4669,4857508,64,52
4670,4858610,66,60
4671,4859646,67,58
4672,4860682,66,62
4673,4861718,73,47
4674,4862754,60,48
4675,4863790,64,55
4676,4864826,61,59
4677,4865951,65,51
4678,4866973,59,67
4679,4868009,65,58
4680,4869045,62,64
4681,4870081,66,64
4682,4871117,69,47
4683,4872222,72,60
4684,4873259,67,60
4685,4874295,64,46
4686,4875331,69,77
4687,4876367,70,45
4688,4877403,64,50
4689,4878439,64,59
4690,4879475,70,64
4691,4880598,64,48
4692,4881619,69,38
4693,4882656,64,48
4694,4883693,65,54
4695,4884730,62,51
4696,4885767,61,41
4697,4886875,66,51
4698,4887912,65,57
4699,4888949,64,51
4700,4889986,63,66
4701,4891023,63,64
4702,4892060,65,55
4703,4893097,70,59
4704,4894220,70,47
4705,4895241,74,62
4706,4896278,59,55
4707,4897315,66,60
4708,4898352,64,48
4709,4899388,64,64
4710,4900499,65,47
4711,4901535,64,50
4712,4902571,64,48
4713,4903607,68,62
4714,4904643,67,61
4715,4905679,64,51
4716,4906716,64,50
4717,4907752,64,64
4718,4908866,64,52
4719,4909886,62,64
4720,4910922,65,55
4721,4911958,71,54
4722,4912994,73,56
4723,4914030,64,46
4724,4915135,62,53
4725,4916171,64,48
4726,4917207,64,48
4727,4918243,71,63
4728,4919279,64,55
4729,4920315,63,53
4730,4921351,69,61
4731,4922474,64,64
4732,4923494,64,48
4733,4924530,64,53
4734,4925566,69,62
4735,4926602,58,51
4736,4927638,69,64
4737,4928674,64,64
4738,4929779,73,49
4739,4930815,67,47
4740,4931851,64,64
4741,4932887,63,54
4742,4933923,64,49
4743,4934959,62,52
4744,4935995,70,52
4745,4937115,71,48
4746,4938135,64,55
4747,4939171,61,68
4748,4940207,64,55
4749,4941243,56,65
4750,4942279,64,54
4751,4943384,65,57
4752,4944420,64,62
4753,4945456,77,49
4754,4946493,77,54
4755,4947529,71,61
4756,4948565,74,69
4757,4949601,64,51
4758,4950706,64,53
4759,4951742,65,67
4760,4952778,64,53
4761,4953814,65,59
4762,4954850,64,48
4763,4955886,62,61
4764,4956922,66,51
4765,4957958,73,53
4766,4959081,71,54
4767,4960102,68,57
4768,4961138,71,64
4769,4962174,80,50
4770,4963211,67,52
4771,4964247,64,59
4772,4965353,72,58
4773,4966390,70,64
4774,4967427,67,60
4775,4968464,55,57
4776,4969501,59,64
4777,4970538,64,55
4778,4971575,73,50
4779,4972699,71,48
4780,4973719,54,48
4781,4974756,66,71
4782,4975793,64,56
4783,4976830,64,49
4784,4977867,74,62
4785,4978905,66,64
4786,4980010,70,53
4787,4981047,71,59
4788,4982084,64,55
4789,4983121,64,64
4790,4984158,70,49
4791,4985195,63,62
4792,4986232,67,57
4793,4987356,65,50
4794,4988376,70,63
4795,4989413,70,55
4796,4990449,65,64
4797,4991486,64,48
4798,4992522,63,54
4799,4993627,69,57
4800,4994663,62,48
4801,4995700,70,59
4802,4996736,70,54
4803,4997772,73,59
4804,4998808,74,61
4805,4999844,68,54
4806,5000968,69,62
4807,5001987,64,50
4808,5003023,69,58
4809,5004059,69,61
4810,5005095,70,59
4811,5006131,77,55
4812,5007167,61,63
4813,5008272,60,63
4814,5009308,64,55
4815,5010344,59,55
4816,5011380,74,64
4817,5012416,65,67
4818,5013452,66,48
4819,5014488,64,58
4820,5015612,64,76
4821,5016631,72,54
4822,5017667,73,62
4823,5018703,66,50
4824,5019739,64,52
4825,5020775,70,60
4826,5021869,69,65
4827,5022905,58,44
4828,5023941,64,64
4829,5024977,65,53
4830,5026013,66,52
4831,5027049,67,48
4832,5028085,64,55
4833,5029208,71,67
4834,5030227,67,55
4835,5031263,67,66
4836,5032299,70,57
4837,5033335,69,57
4838,5034371,69,52
4839,5035407,67,55
4840,5036512,70,55
4841,5037548,67,59
4842,5038584,67,62
4843,5039620,71,55
4844,5040656,55,51
4845,5041692,71,64
4846,5042728,66,54
4847,5043852,70,66
4848,5044872,67,64
4849,5045908,67,59
4850,5046944,64,49
4851,5047980,73,53
4852,5049016,64,54
4853,5050122,70,58
4854,5051159,64,54
4855,5052195,68,54
4856,5053232,66,64
4857,5054269,70,60
4858,5055306,64,55
4859,5056343,65,59
4860,5057380,64,61
4861,5058480,65,52
4862,5059517,66,52
4863,5060554,64,58
4864,5061591,74,61
4865,5062628,64,51
4866,5063665,65,48
4867,5064702,64,61
4868,5065827,64,57
4869,5066847,66,55
4870,5067884,68,49
4871,5068921,63,61
4872,5069958,62,59
4873,5070995,63,54
4874,5072100,58,57
4875,5073137,69,61
4876,5074174,64,55
4877,5075211,64,64
4878,5076248,58,57
4879,5077286,69,53
4880,5078323,64,70
4881,5079448,61,52
4882,5080467,64,58
4883,5081504,68,57
4884,5082541,73,61
4885,5083577,66,55
4886,5084614,64,58
4887,5085650,71,78
4888,5086755,65,59
4889,5087792,64,54
4890,5088828,75,58
4891,5089864,64,64
4892,5090900,64,58
4893,5091936,68,65
4894,5092972,71,62
4895,5094163,66,62
4896,5095181,60,49
4897,5096217,61,62
4898,5097253,66,48
4899,5098358,64,59
4900,5099394,64,55
4901,5100430,68,50
4902,5101466,64,55
4903,5102502,65,59
4904,5103538,64,50
4905,5104574,64,54
4906,5105610,67,55
4907,5106738,65,53
4908,5107756,66,61
4909,5108792,62,42
4910,5109828,69,50
4911,5110864,64,56
4912,5111900,74,65
4913,5113024,64,64
4914,5114042,65,53
4915,5115078,71,53
4916,5116114,69,64
4917,5117150,64,59
4918,5118186,60,47
4919,5119294,64,45
4920,5120331,69,62
4921,5121367,67,59
4922,5122403,66,48
4923,5123439,65,50
4924,5124475,69,48
4925,5125511,67,59
4926,5126548,71,58
4927,5127705,64,50
4928,5128723,64,51
4929,5129759,67,61
4930,5130795,74,51
4931,5131832,66,55
4932,5132926,71,60
4933,5133963,56,59
4934,5135000,67,59
4935,5136037,64,57
4936,5137074,65,67
4937,5138111,64,62
4938,5139148,70,67
4939,5140305,64,63
4940,5141323,65,55
4941,5142360,59,61
4942,5143398,63,54
4943,5144435,69,54
4944,5145541,64,57
4945,5146578,71,52
4946,5147615,64,52
4947,5148652,64,57
4948,5149689,66,59
4949,5150726,66,54
4950,5151763,71,53
4951,5152800,68,50
4952,5153957,64,48
4953,5154975,76,59
4954,5156012,58,60
4955,5157049,74,69
4956,5158086,68,49
4957,5159191,64,64
4958,5160229,62,54
4959,5161266,68,56
4960,5162303,67,49
4961,5163340,61,55
4962,5164377,73,65
4963,5165414,64,64
4964,5166540,64,63
4965,5167558,69,58
4966,5168594,64,68
4967,5169631,63,61
4968,5170667,63,48
4969,5171704,66,64
4970,5172740,73,48
4971,5173863,64,62
4972,5174881,70,55
4973,5175917,55,59
4974,5176953,71,47
4975,5177989,64,50
4976,5179025,70,49
4977,5180149,62,64
4978,5181166,67,48
4979,5182202,67,50
4980,5183238,69,64
4981,5184274,64,48
4982,5185310,70,57
4983,5186435,69,59
4984,5187452,64,54
4985,5188488,67,57
4986,5189524,65,59
4987,5190560,64,62
4988,5191596,71,64
4989,5192633,65,51
4990,5193760,65,47
4991,5194777,67,59
4992,5195813,69,65
4993,5196849,66,55
4994,5197885,66,61
4995,5198921,64,57
4996,5200046,72,55
4997,5201063,69,49
4998,5202100,77,53
4999,5203136,66,64
5000,5204172,67,62
5001,5205208,73,60
5002,5206316,62,64
5003,5207353,68,51
5004,5208389,65,53
5005,5209425,65,55
5006,5210461,64,55
5007,5211497,69,61
5008,5212534,64,62
5009,5213660,62,60
5010,5214677,65,51
5011,5215714,60,66
5012,5216751,66,58
5013,5217788,59,50
5014,5218825,76,54
5015,5219862,61,52
5016,5220989,64,55
5017,5222007,70,68
5018,5223044,65,64
5019,5224081,71,55
5020,5225118,72,57
5021,5226155,75,48
5022,5227282,65,70
5023,5228299,67,55
5024,5229336,66,64
5025,5230373,68,52
5026,5231410,71,62
5027,5232447,65,66
5028,5233574,59,58
5029,5234591,72,64
5030,5235628,64,57
5031,5236665,69,52
5032,5237702,66,57
5033,5238739,68,71
5034,5239776,63,62
5035,5240893,74,55
5036,5241910,70,51
5037,5242947,68,53
5038,5243984,64,61
5039,5245021,73,53
5040,5246058,64,45
5041,5247185,67,55
5042,5248202,65,59
5043,5249239,65,53
5044,5250276,61,58
5045,5251313,66,64
5046,5252350,67,55
5047,5253477,67,55
5048,5254494,57,43
5049,5255531,69,62
5050,5256568,66,62
5051,5257604,64,51
5052,5258641,62,49
5053,5259768,72,58
5054,5260784,73,64
5055,5261820,70,49
5056,5262857,66,61
5057,5263893,65,51
5058,5264929,73,62
5059,5265965,65,63
5060,5267092,69,58
5061,5268108,69,48
5062,5269144,64,64
5063,5270180,64,64
5064,5271216,64,59
5065,5272252,63,60
5066,5273357,73,50
5067,5274393,73,58
5068,5275429,67,53
5069,5276465,71,70
5070,5277501,64,66
5071,5278537,66,67
5072,5279573,66,63
5073,5280731,63,64
5074,5281748,64,64
5075,5282784,64,45
5076,5283820,64,54
5077,5284856,80,53
5078,5285892,65,48
5079,5286994,65,48
5080,5288031,66,63
5081,5289067,59,59
5082,5290103,66,56
5083,5291139,64,57
5084,5292175,65,59
5085,5293211,64,44
5086,5294338,64,64
5087,5295354,62,43
5088,5296391,59,49
5089,5297428,69,47
5090,5298465,73,49
5091,5299502,69,61
5092,5300629,71,61
5093,5301645,65,52
5094,5302682,64,49
5095,5303719,64,64
5096,5304756,64,58
5097,5305793,63,49
5098,5306830,74,51
5099,5307961,74,64
5100,5308977,66,57
5101,5310014,66,58
5102,5311051,67,62
5103,5312088,64,52
5104,5313125,64,64
5105,5314252,65,70
5106,5315268,65,64
5107,5316305,69,64
5108,5317342,71,54
5109,5318379,66,49
5110,5319416,62,66
5111,5320519,71,67
5112,5321556,64,57
5113,5322593,70,64
5114,5323630,72,63
5115,5324668,64,61
5116,5325705,64,49
5117,5326742,80,48
5118,5327904,65,64
5119,5328921,73,52
5120,5329958,67,64
5121,5330995,64,62
5122,5332032,64,53
5123,5333069,64,51
5124,5334174,66,53
5125,5335211,77,57
5126,5336248,73,63
5127,5337285,69,64
5128,5338322,68,61
5129,5339359,69,62
5130,5340396,71,61
5131,5341555,68,62
5132,5342571,62,48
5133,5343608,70,57
5134,5344645,69,62
5135,5345682,69,48
5136,5346775,61,58
5137,5347811,80,64
5138,5348847,64,64
5139,5349884,70,69
5140,5350920,70,59
5141,5351956,73,62
5142,5352992,60,64
5143,5354028,59,48
5144,5355187,71,69
5145,5356202,64,63
5146,5357239,70,51
5147,5358275,73,55
5148,5359311,64,41
5149,5360416,70,50
5150,5361453,71,51
5151,5362489,73,60
5152,5363525,66,55
5153,5364561,75,69
5154,5365597,68,50
5155,5366633,71,55
5156,5367760,53,70
5157,5368775,58,55
5158,5369811,65,53
5159,5370847,65,64
5160,5371883,67,59
5161,5372919,71,58
5162,5373956,71,61
5163,5375084,67,64
5164,5376099,72,64
5165,5377136,61,64
5166,5378172,67,61
5167,5379208,69,52
5168,5380245,74,61
5169,5381372,59,59
5170,5382386,63,63
5171,5383422,76,52
5172,5384458,64,64
5173,5385494,67,57
5174,5386530,69,64
5175,5387662,58,64
5176,5388676,73,66
5177,5389714,75,51
5178,5390750,69,64
5179,5391786,65,58
5180,5392822,65,64
5181,5393928,73,58
5182,5394964,66,55
5183,5396000,70,53
5184,5397036,64,51
5185,5398072,67,63
5186,5399108,79,47
5187,5400144,65,61
5188,5401180,55,54
5189,5402335,66,60
5190,5403349,63,64
5191,5404385,64,55
5192,5405421,70,65
